Species	Symbol	Ensembl	Family	Protein	Entrez ID
Mus_musculus	Duxbl3	ENSMUSG00000072672	Homeobox	ENSMUSP00000134562;ENSMUSP00000098367;ENSMUSP00000107959;ENSMUSP00000133538;	100039293
Mus_musculus	Mkx	ENSMUSG00000061013	Homeobox	ENSMUSP00000078718;	210719
Mus_musculus	Hivep1	ENSMUSG00000021366	zf-C2H2	ENSMUSP00000152442;ENSMUSP00000056147;	110521
Mus_musculus	Mta3	ENSMUSG00000055817	zf-GATA	ENSMUSP00000107971;ENSMUSP00000107968;ENSMUSP00000134775;ENSMUSP00000068931;ENSMUSP00000107969;	116871
Mus_musculus	L3mbtl1	ENSMUSG00000035576	zf-C2HC	ENSMUSP00000044038;	241764
Mus_musculus	Rlf	ENSMUSG00000049878	zf-C2H2	ENSMUSP00000050825;ENSMUSP00000127068;	109263
Mus_musculus	AL593853.1	ENSMUSG00000098546	zf-C2H2	ENSMUSP00000142197;ENSMUSP00000138880;	-
Mus_musculus	Rhox6	ENSMUSG00000006200	Homeobox	ENSMUSP00000006362;	19202
Mus_musculus	Zfp874b	ENSMUSG00000059839	zf-C2H2	ENSMUSP00000019572;ENSMUSP00000153242;	408067
Mus_musculus	Tsc22d1	ENSMUSG00000022010	TSC22	ENSMUSP00000106513;ENSMUSP00000135561;ENSMUSP00000044517;ENSMUSP00000135806;ENSMUSP00000135296;ENSMUSP00000135493;ENSMUSP00000022587;ENSMUSP00000099140;	21807
Mus_musculus	Nfyc	ENSMUSG00000032897	NF-YC	ENSMUSP00000095516;ENSMUSP00000112610;ENSMUSP00000047441;ENSMUSP00000117646;ENSMUSP00000112810;ENSMUSP00000114591;ENSMUSP00000114640;	18046
Mus_musculus	Gli2	ENSMUSG00000048402	zf-C2H2	ENSMUSP00000054837;	14633
Mus_musculus	Rhox1	ENSMUSG00000071773	Homeobox	ENSMUSP00000110865;	385343
Mus_musculus	Hic2	ENSMUSG00000050240	ZBTB	ENSMUSP00000087656;ENSMUSP00000087656;	58180
Mus_musculus	Npas4	ENSMUSG00000045903	bHLH	ENSMUSP00000062992;	225872
Mus_musculus	Hivep2	ENSMUSG00000015501	zf-C2H2	ENSMUSP00000015645;ENSMUSP00000140290;ENSMUSP00000140180;ENSMUSP00000140150;	15273
Mus_musculus	Zfp933	ENSMUSG00000059423	zf-C2H2	ENSMUSP00000101343;ENSMUSP00000118300;	242747
Mus_musculus	Zfp773	ENSMUSG00000063535	zf-C2H2	ENSMUSP00000032622;	76373
Mus_musculus	Pbx4	ENSMUSG00000031860	Homeobox	ENSMUSP00000080219;	80720
Mus_musculus	Sp4	ENSMUSG00000025323	zf-C2H2	ENSMUSP00000152603;ENSMUSP00000026367;	20688
Mus_musculus	Bnc1	ENSMUSG00000025105	zf-C2H2	ENSMUSP00000026096;	12173
Mus_musculus	Gm2381	ENSMUSG00000092225	zf-C2H2	ENSMUSP00000133949;	100039706
Mus_musculus	Zfp85	ENSMUSG00000058331	zf-C2H2	ENSMUSP00000121202;	22746
Mus_musculus	Scrt1	ENSMUSG00000048385	zf-C2H2	ENSMUSP00000131152;ENSMUSP00000094093;	170729
Mus_musculus	Rhox4f	ENSMUSG00000079630	Homeobox	ENSMUSP00000110824;	636177
Mus_musculus	Csdc2	ENSMUSG00000042109	CSD	ENSMUSP00000044441;	105859
Mus_musculus	Pou2f2	ENSMUSG00000008496	Pou	ENSMUSP00000096276;ENSMUSP00000104051;ENSMUSP00000104054;ENSMUSP00000104053;ENSMUSP00000104055;ENSMUSP00000104056;ENSMUSP00000135326;ENSMUSP00000135075;	18987
Mus_musculus	Figla	ENSMUSG00000030001	bHLH	ENSMUSP00000032070;	26910
Mus_musculus	Pax9	ENSMUSG00000001497	PAX	ENSMUSP00000117928;ENSMUSP00000001538;	18511
Mus_musculus	Emx1	ENSMUSG00000033726	Homeobox	ENSMUSP00000046026;	13796
Mus_musculus	Myog	ENSMUSG00000026459	bHLH	ENSMUSP00000027730;	17928
Mus_musculus	Mier2	ENSMUSG00000042570	MYB	ENSMUSP00000059864;ENSMUSP00000127387;	70427
Mus_musculus	Lin28b	ENSMUSG00000063804	CSD	ENSMUSP00000078361;	380669
Mus_musculus	Zeb2	ENSMUSG00000026872	zf-C2H2	ENSMUSP00000028229;ENSMUSP00000028229;ENSMUSP00000134849;ENSMUSP00000144421;ENSMUSP00000076111;ENSMUSP00000135393;ENSMUSP00000144075;ENSMUSP00000069685;ENSMUSP00000144637;ENSMUSP00000134747;	24136
Mus_musculus	Rhox7a	ENSMUSG00000097600	Homeobox	ENSMUSP00000138064;	-
Mus_musculus	Zfp366	ENSMUSG00000050919	zf-C2H2	ENSMUSP00000060040;	238803
Mus_musculus	Batf3	ENSMUSG00000026630	TF_bZIP	ENSMUSP00000027943;	381319
Mus_musculus	Zbtb32	ENSMUSG00000006310	ZBTB	ENSMUSP00000103786;ENSMUSP00000103786;ENSMUSP00000103785;	58206
Mus_musculus	Gm11009	ENSMUSG00000078895	zf-C2H2	ENSMUSP00000104589;	-
Mus_musculus	Esrrb	ENSMUSG00000021255	ESR-like	ENSMUSP00000105833;ENSMUSP00000105832;ENSMUSP00000021680;ENSMUSP00000112103;ENSMUSP00000131335;	26380
Mus_musculus	Zfp952	ENSMUSG00000053390	zf-C2H2	ENSMUSP00000084949;	240067
Mus_musculus	Kmt2c	ENSMUSG00000038056	HMG	ENSMUSP00000134442;ENSMUSP00000043874;	231051
Mus_musculus	Zfp583	ENSMUSG00000030443	zf-C2H2	ENSMUSP00000129551;ENSMUSP00000104200;ENSMUSP00000053935;	213011
Mus_musculus	Zfp711	ENSMUSG00000025529	zf-C2H2	ENSMUSP00000071717;ENSMUSP00000109036;	245595
Mus_musculus	Zfp574	ENSMUSG00000045252	zf-C2H2	ENSMUSP00000136547;ENSMUSP00000057817;	232976
Mus_musculus	Zfp11	ENSMUSG00000051034	zf-C2H2	ENSMUSP00000051861;	22648
Mus_musculus	Zfp729a	ENSMUSG00000021510	zf-C2H2	ENSMUSP00000012314;	212281
Mus_musculus	Nr4a1	ENSMUSG00000023034	NGFIB-like	ENSMUSP00000155225;ENSMUSP00000023779;	15370
Mus_musculus	Zfp317	ENSMUSG00000057551	zf-C2H2	ENSMUSP00000151161;ENSMUSP00000150705;ENSMUSP00000146876;ENSMUSP00000078051;	244713
Mus_musculus	Zfp229	ENSMUSG00000061544	zf-C2H2	ENSMUSP00000138107;ENSMUSP00000065379;	381067
Mus_musculus	Zfp563	ENSMUSG00000067424	zf-C2H2	ENSMUSP00000121678;ENSMUSP00000118809;	240068
Mus_musculus	Zfp458	ENSMUSG00000055480	zf-C2H2	ENSMUSP00000047222;ENSMUSP00000153284;ENSMUSP00000153563;	238690
Mus_musculus	Zfp143	ENSMUSG00000061079	zf-C2H2	ENSMUSP00000147673;ENSMUSP00000126015;ENSMUSP00000081778;ENSMUSP00000148235;	20841
Mus_musculus	Zfp518b	ENSMUSG00000046572	zf-C2H2	ENSMUSP00000137381;ENSMUSP00000061753;	100515
Mus_musculus	Nfic	ENSMUSG00000055053	CTF/NFI	ENSMUSP00000100958;ENSMUSP00000113046;ENSMUSP00000020461;ENSMUSP00000077317;ENSMUSP00000114469;ENSMUSP00000152790;	18029
Mus_musculus	Tub	ENSMUSG00000031028	Tub	ENSMUSP00000113580;ENSMUSP00000033341;	22141
Mus_musculus	Mxd4	ENSMUSG00000037235	bHLH	ENSMUSP00000039071;ENSMUSP00000113300;	17122
Mus_musculus	Zxdb	ENSMUSG00000073062	zf-C2H2	ENSMUSP00000100524;	668166
Mus_musculus	Pbx2	ENSMUSG00000034673	Homeobox	ENSMUSP00000133766;ENSMUSP00000139079;ENSMUSP00000040464;	18515
Mus_musculus	Zfp935	ENSMUSG00000113450	zf-C2H2	ENSMUSP00000152662;	71508
Mus_musculus	Zmiz1	ENSMUSG00000007817	zf-MIZ	ENSMUSP00000007961;ENSMUSP00000124863;	328365
Mus_musculus	Wdhd1	ENSMUSG00000037572	HMG	ENSMUSP00000107422;ENSMUSP00000141182;	218973
Mus_musculus	Rhox2f	ENSMUSG00000095741	Homeobox	ENSMUSP00000110827;	434764
Mus_musculus	Hoxc10	ENSMUSG00000022484	Homeobox	ENSMUSP00000001699;	209448
Mus_musculus	Gli3	ENSMUSG00000021318	zf-C2H2	ENSMUSP00000106137;ENSMUSP00000115989;	14634
Mus_musculus	Zfp212	ENSMUSG00000052763	zf-C2H2	ENSMUSP00000009411;	232784
Mus_musculus	Irf8	ENSMUSG00000041515	IRF	ENSMUSP00000125447;ENSMUSP00000040245;ENSMUSP00000125029;ENSMUSP00000125443;	15900
Mus_musculus	Zbtb7a	ENSMUSG00000035011	ZBTB	ENSMUSP00000113428;ENSMUSP00000113428;ENSMUSP00000047333;ENSMUSP00000047333;ENSMUSP00000114470;ENSMUSP00000113787;ENSMUSP00000113612;	16969
Mus_musculus	Gtf2ird1	ENSMUSG00000023079	GTF2I	ENSMUSP00000144521;ENSMUSP00000144222;ENSMUSP00000143897;ENSMUSP00000132882;ENSMUSP00000144502;ENSMUSP00000098217;ENSMUSP00000098215;ENSMUSP00000098219;ENSMUSP00000129392;ENSMUSP00000144420;ENSMUSP00000143848;ENSMUSP00000143809;ENSMUSP00000072904;ENSMUSP00000144373;ENSMUSP00000106876;ENSMUSP00000144447;ENSMUSP00000106875;ENSMUSP00000144203;ENSMUSP00000073752;ENSMUSP00000144604;	57080
Mus_musculus	Gm6871	ENSMUSG00000090744	zf-C2H2	ENSMUSP00000073117;ENSMUSP00000105843;	102642386
Mus_musculus	Prrx1	ENSMUSG00000026586	Homeobox	ENSMUSP00000027878;ENSMUSP00000134338;ENSMUSP00000075203;	18933
Mus_musculus	Tcf25	ENSMUSG00000001472	Others	-	66855
Mus_musculus	Tax1bp1	ENSMUSG00000004535	Others	-	52440
Mus_musculus	Khsrp	ENSMUSG00000007670	Others	-	16549
Mus_musculus	Zfp318	ENSMUSG00000015597	Others	-	57908
Mus_musculus	Zfp207	ENSMUSG00000017421	Others	-	22680
Mus_musculus	Plek	ENSMUSG00000020120	Others	-	56193
Mus_musculus	Yeats4	ENSMUSG00000020171	Others	-	64050
Mus_musculus	Nme2	ENSMUSG00000020857	Others	-	18103
Mus_musculus	Hif1a	ENSMUSG00000021109	Others	-	15251
Mus_musculus	Maf1	ENSMUSG00000022553	Others	-	68877
Mus_musculus	Son	ENSMUSG00000022961	Others	-	20658
Mus_musculus	Cebpz	ENSMUSG00000024081	Others	-	12607
Mus_musculus	Epas1	ENSMUSG00000024140	Others	-	13819
Mus_musculus	Setbp1	ENSMUSG00000024548	Others	-	240427
Mus_musculus	Zfp511	ENSMUSG00000025470	Others	-	69752
Mus_musculus	Cpeb1	ENSMUSG00000025586	Others	-	12877
Mus_musculus	Carf	ENSMUSG00000026017	Others	-	241066
Mus_musculus	Ahctf1	ENSMUSG00000026491	Others	-	226747
Mus_musculus	Blzf1	ENSMUSG00000026577	Others	-	66352
Mus_musculus	Mllt10	ENSMUSG00000026743	Others	-	17354
Mus_musculus	Myef2	ENSMUSG00000027201	Others	-	17876
Mus_musculus	Gabpb1	ENSMUSG00000027361	Others	-	14391
Mus_musculus	Rbck1	ENSMUSG00000027466	Others	-	24105
Mus_musculus	Zgpat	ENSMUSG00000027582	Others	-	229007
Mus_musculus	Xpa	ENSMUSG00000028329	Others	-	22590
Mus_musculus	Casz1	ENSMUSG00000028977	Others	-	69743
Mus_musculus	Cenpa	ENSMUSG00000029177	Others	-	12615
Mus_musculus	Zfp326	ENSMUSG00000029290	Others	-	54367
Mus_musculus	Cnbp	ENSMUSG00000030057	Others	-	12785
Mus_musculus	Tmf1	ENSMUSG00000030059	Others	-	232286
Mus_musculus	Dmrtc1a	ENSMUSG00000031323	Others	-	70887
Mus_musculus	Plscr1	ENSMUSG00000032369	Others	-	22038
Mus_musculus	Ltf	ENSMUSG00000032496	Others	-	17002
Mus_musculus	Crebl2	ENSMUSG00000032652	Others	-	232430
Mus_musculus	Gpbp1	ENSMUSG00000032745	Others	-	73274
Mus_musculus	Gpbp1l1	ENSMUSG00000034042	Others	-	77110
Mus_musculus	Zfp395	ENSMUSG00000034522	Others	-	380912
Mus_musculus	Fam170a	ENSMUSG00000035420	Others	-	225497
Mus_musculus	Thyn1	ENSMUSG00000035443	Others	-	77862
Mus_musculus	Rfxank	ENSMUSG00000036120	Others	-	19727
Mus_musculus	Cenpt	ENSMUSG00000036672	Others	-	320394
Mus_musculus	Cc2d1a	ENSMUSG00000036686	Others	-	212139
Mus_musculus	Zfp280c	ENSMUSG00000036916	Others	-	208968
Mus_musculus	Tfb1m	ENSMUSG00000036983	Others	-	224481
Mus_musculus	Capn15	ENSMUSG00000037326	Others	-	50817
Mus_musculus	Bclaf1	ENSMUSG00000037608	Others	-	72567
Mus_musculus	Parp12	ENSMUSG00000038507	Others	-	243771
Mus_musculus	Zfp280d	ENSMUSG00000038535	Others	-	235469
Mus_musculus	Gabpb2	ENSMUSG00000038766	Others	-	213054
Mus_musculus	Phb	ENSMUSG00000038845	Others	-	18673
Mus_musculus	Zfp503	ENSMUSG00000039081	Others	-	218820
Mus_musculus	L3mbtl3	ENSMUSG00000039089	Others	-	237339
Mus_musculus	Akna	ENSMUSG00000039158	Others	-	100182
Mus_musculus	Ciz1	ENSMUSG00000039205	Others	-	68379
Mus_musculus	Zfp750	ENSMUSG00000039238	Others	-	319530
Mus_musculus	Smarcal1	ENSMUSG00000039354	Others	-	54380
Mus_musculus	Znfx1	ENSMUSG00000039501	Others	-	98999
Mus_musculus	Zfp609	ENSMUSG00000040524	Others	-	214812
Mus_musculus	Tet2	ENSMUSG00000040943	Others	-	214133
Mus_musculus	Nfrkb	ENSMUSG00000042185	Others	-	235134
Mus_musculus	Elmsan1	ENSMUSG00000042507	Others	-	238317
Mus_musculus	Pura	ENSMUSG00000043991	Others	-	19290
Mus_musculus	Nkrf	ENSMUSG00000044149	Others	-	77286
Mus_musculus	Zfp488	ENSMUSG00000044519	Others	-	382867
Mus_musculus	Preb	ENSMUSG00000045302	Others	-	50907
Mus_musculus	Spz1	ENSMUSG00000046957	Others	-	79401
Mus_musculus	Crebrf	ENSMUSG00000048249	Others	-	77128
Mus_musculus	Purg	ENSMUSG00000049184	Others	-	75029
Mus_musculus	Zfp280b	ENSMUSG00000049764	Others	-	64453
Mus_musculus	Tcf19	ENSMUSG00000050410	Others	-	106795
Mus_musculus	Zfp608	ENSMUSG00000052713	Others	-	269023
Mus_musculus	Adnp2	ENSMUSG00000053950	Others	-	240442
Mus_musculus	Gon4l	ENSMUSG00000054199	Others	-	76022
Mus_musculus	Phtf1	ENSMUSG00000058388	Others	-	18685
Mus_musculus	Rag1	ENSMUSG00000061311	Others	-	19373
Mus_musculus	Zfp706	ENSMUSG00000062397	Others	-	68036
Mus_musculus	D630045J12Rik	ENSMUSG00000063455	Others	-	330286
Mus_musculus	Lyar	ENSMUSG00000067367	Others	-	17089
Mus_musculus	Cenps	ENSMUSG00000073705	Others	-	69928
Mus_musculus	Purb	ENSMUSG00000094483	Others	-	19291
