ApprovedSymbol	ApprovedName
SNORD4A	small nucleolar RNA, C/D box 4A
SNORD4B	small nucleolar RNA, C/D box 4B
SNORD5	small nucleolar RNA, C/D box 5
SNORD6	small nucleolar RNA, C/D box 6
SNORD7	small nucleolar RNA, C/D box 7
SNORD8	small nucleolar RNA, C/D box 8
SNORD9	small nucleolar RNA, C/D box 9
SNORD10	small nucleolar RNA, C/D box 10
SNORD11	small nucleolar RNA, C/D box 11
SNORD11B	small nucleolar RNA, C/D box 11B
SNORD12	small nucleolar RNA, C/D box 12
SNORD12B	small nucleolar RNA, C/D box 12B
SNORD12C	small nucleolar RNA, C/D box 12C
SNORD13	small nucleolar RNA, C/D box 13
SNORD13B-1	small nucleolar RNA, C/D box 13B-1
SNORD13B-2	small nucleolar RNA, C/D box 13B-2
SNORD13C	small nucleolar RNA, C/D box 13C
SNORD13D	small nucleolar RNA, C/D box 13D
SNORD13E	small nucleolar RNA, C/D box 13E
SNORD13F	small nucleolar RNA, C/D box 13F
SNORD13G	small nucleolar RNA, C/D box 13G
SNORD13H	small nucleolar RNA, C/D box 13H
SNORD13I	small nucleolar RNA, C/D box 13I
SNORD13J	small nucleolar RNA, C/D box 13J
SNORD14A	small nucleolar RNA, C/D box 14A
SNORD14B	small nucleolar RNA, C/D box 14B
SNORD14C	small nucleolar RNA, C/D box 14C
SNORD14D	small nucleolar RNA, C/D box 14D
SNORD14E	small nucleolar RNA, C/D box 14E
SNORD15A	small nucleolar RNA, C/D box 15A
SNORD15B	small nucleolar RNA, C/D box 15B
SNORD16	small nucleolar RNA, C/D box 16
SNORD17	small nucleolar RNA, C/D box 17
SNORD18A	small nucleolar RNA, C/D box 18A
SNORD18B	small nucleolar RNA, C/D box 18B
SNORD18C	small nucleolar RNA, C/D box 18C
SNORD19	small nucleolar RNA, C/D box 19
SNORD19B	small nucleolar RNA, C/D box 19B
SNORD19C	small nucleolar RNA, C/D box 19C
SNORD20	small nucleolar RNA, C/D box 20
SNORD21	small nucleolar RNA, C/D box 21
SNORD22	small nucleolar RNA, C/D box 22
SNORD23	small nucleolar RNA, C/D box 23
SNORD24	small nucleolar RNA, C/D box 24
SNORD25	small nucleolar RNA, C/D box 25
SNORD26	small nucleolar RNA, C/D box 26
SNORD27	small nucleolar RNA, C/D box 27
SNORD28	small nucleolar RNA, C/D box 28
SNORD28B	small nucleolar RNA, C/D box 28B
SNORD29	small nucleolar RNA, C/D box 29
SNORD30	small nucleolar RNA, C/D box 30
SNORD31	small nucleolar RNA, C/D box 31
SNORD31B	small nucleolar RNA, C/D box 31B
SNORD32A	small nucleolar RNA, C/D box 32A
SNORD32B	small nucleolar RNA, C/D box 32B
SNORD33	small nucleolar RNA, C/D box 33
SNORD34	small nucleolar RNA, C/D box 34
SNORD35A	small nucleolar RNA, C/D box 35A
SNORD35B	small nucleolar RNA, C/D box 35B
SNORD36A	small nucleolar RNA, C/D box 36A
SNORD36B	small nucleolar RNA, C/D box 36B
SNORD36C	small nucleolar RNA, C/D box 36C
SNORD37	small nucleolar RNA, C/D box 37
SNORD38A	small nucleolar RNA, C/D box 38A
SNORD38B	small nucleolar RNA, C/D box 38B
SNORD38C	small nucleolar RNA, C/D box 38C
SNORD38D	small nucleolar RNA, C/D box 38D
SNORD41	small nucleolar RNA, C/D box 41
SNORD42A	small nucleolar RNA, C/D box 42A
SNORD42B	small nucleolar RNA, C/D box 42B
SNORD43	small nucleolar RNA, C/D box 43
SNORD44	small nucleolar RNA, C/D box 44
SNORD45A	small nucleolar RNA, C/D box 45A
SNORD45B	small nucleolar RNA, C/D box 45B
SNORD45C	small nucleolar RNA, C/D box 45C
SNORD46	small nucleolar RNA, C/D box 46
SNORD47	small nucleolar RNA, C/D box 47
SNORD48	small nucleolar RNA, C/D box 48
SNORD49A	small nucleolar RNA, C/D box 49A
SNORD49B	small nucleolar RNA, C/D box 49B
SNORD50A	small nucleolar RNA, C/D box 50A
SNORD50B	small nucleolar RNA, C/D box 50B
SNORD51	small nucleolar RNA, C/D box 51
SNORD52	small nucleolar RNA, C/D box 52
SNORD53	small nucleolar RNA, C/D box 53
SNORD53B	small nucleolar RNA, C/D box 53B
SNORD54	small nucleolar RNA, C/D box 54
SNORD55	small nucleolar RNA, C/D box 55
SNORD56	small nucleolar RNA, C/D box 56
SNORD56B	small nucleolar RNA, C/D box 56B
SNORD57	small nucleolar RNA, C/D box 57
SNORD58A	small nucleolar RNA, C/D box 58A
SNORD58B	small nucleolar RNA, C/D box 58B
SNORD58C	small nucleolar RNA, C/D box 58C
SNORD59A	small nucleolar RNA, C/D box 59A
SNORD59B	small nucleolar RNA, C/D box 59B
SNORD60	small nucleolar RNA, C/D box 60
SNORD61	small nucleolar RNA, C/D box 61
SNORD62A	small nucleolar RNA, C/D box 62A
SNORD62B	small nucleolar RNA, C/D box 62B
SNORD63	small nucleolar RNA, C/D box 63
SNORD63B	small nucleolar RNA, C/D box 63B
SNORD64	small nucleolar RNA, C/D box 64
SNORD65	small nucleolar RNA, C/D box 65
SNORD65B	small nucleolar RNA, C/D box 65B
SNORD65C	small nucleolar RNA, C/D box 65C
SNORD66	small nucleolar RNA, C/D box 66
SNORD67	small nucleolar RNA, C/D box 67
SNORD68	small nucleolar RNA, C/D box 68
SNORD69	small nucleolar RNA, C/D box 69
SNORD70	small nucleolar RNA, C/D box 70
SNORD70B	small nucleolar RNA, C/D box 70B
SNORD71	small nucleolar RNA, C/D box 71
SNORD72	small nucleolar RNA, C/D box 72
SNORD73A	small nucleolar RNA, C/D box 73A
SNORD73B	small nucleolar RNA, C/D box U73B
SNORD74	small nucleolar RNA, C/D box 74
SNORD74B	small nucleolar RNA, C/D box 74B
SNORD75	small nucleolar RNA, C/D box 75
SNORD76	small nucleolar RNA, C/D box 76
SNORD77	small nucleolar RNA, C/D box 77
SNORD77B	small nucleolar RNA, C/D box 77B
SNORD78	small nucleolar RNA, C/D box 78
SNORD79	small nucleolar RNA, C/D box 79
SNORD80	small nucleolar RNA, C/D box 80
SNORD81	small nucleolar RNA, C/D box 81
SNORD82	small nucleolar RNA, C/D box 82
SNORD83A	small nucleolar RNA, C/D box 83A
SNORD83B	small nucleolar RNA, C/D box 83B
SNORD84	small nucleolar RNA, C/D box 84
SNORD86	small nucleolar RNA, C/D box 86
SNORD87	small nucleolar RNA, C/D box 87
SNORD88A	small nucleolar RNA, C/D box 88A
SNORD88B	small nucleolar RNA, C/D box 88B
SNORD88C	small nucleolar RNA, C/D box 88C
SNORD89	small nucleolar RNA, C/D box 89
SNORD90	small nucleolar RNA, C/D box 90
SNORD91A	small nucleolar RNA, C/D box 91A
SNORD91B	small nucleolar RNA, C/D box 91B
SNORD92	small nucleolar RNA, C/D box 92
SNORD93	small nucleolar RNA, C/D box 93
SNORD94	small nucleolar RNA, C/D box 94
SNORD95	small nucleolar RNA, C/D box 95
SNORD96A	small nucleolar RNA, C/D box 96A
SNORD96B	small nucleolar RNA, C/D box 96B
SNORD97	small nucleolar RNA, C/D box 97
SNORD98	small nucleolar RNA, C/D box 98
SNORD99	small nucleolar RNA, C/D box 99
SNORD100	small nucleolar RNA, C/D box 100
SNORD101	small nucleolar RNA, C/D box 101
SNORD102	small nucleolar RNA, C/D box 102
SNORD103A	small nucleolar RNA, C/D box 103A
SNORD103B	small nucleolar RNA, C/D box 103B
SNORD103C	small nucleolar RNA, C/D box 103C
SNORD104	small nucleolar RNA, C/D box 104
SNORD105	small nucleolar RNA, C/D box 105
SNORD105B	small nucleolar RNA, C/D box 105B
SNORD107	small nucleolar RNA, C/D box 107
SNORD108	small nucleolar RNA, C/D box 108
SNORD109A	small nucleolar RNA, C/D box 109A
SNORD109B	small nucleolar RNA, C/D box 109B
SNORD110	small nucleolar RNA, C/D box 110
SNORD111	small nucleolar RNA, C/D box 111
SNORD111B	small nucleolar RNA, C/D box 111B
SNORD112	small nucleolar RNA, C/D box 112
SNORD113-1	small nucleolar RNA, C/D box 113-1
SNORD113-2	small nucleolar RNA, C/D box 113-2
SNORD113-3	small nucleolar RNA, C/D box 113-3
SNORD113-4	small nucleolar RNA, C/D box 113-4
SNORD113-5	small nucleolar RNA, C/D box 113-5
SNORD113-6	small nucleolar RNA, C/D box 113-6
SNORD113-7	small nucleolar RNA, C/D box 113-7
SNORD113-8	small nucleolar RNA, C/D box 113-8
SNORD113-9	small nucleolar RNA, C/D box 113-9
SNORD113@	small nucleolar RNA, C/D box 113 cluster
SNORD114-1	small nucleolar RNA, C/D box 114-1
SNORD114-2	small nucleolar RNA, C/D box 114-2
SNORD114-3	small nucleolar RNA, C/D box 114-3
SNORD114-4	small nucleolar RNA, C/D box 114-4
SNORD114-5	small nucleolar RNA, C/D box 114-5
SNORD114-6	small nucleolar RNA, C/D box 114-6
SNORD114-7	small nucleolar RNA, C/D box 114-7
SNORD114-8	small nucleolar RNA, C/D box 114-8
SNORD114-9	small nucleolar RNA, C/D box 114-9
SNORD114-10	small nucleolar RNA, C/D box 114-10
SNORD114-11	small nucleolar RNA, C/D box 114-11
SNORD114-12	small nucleolar RNA, C/D box 114-12
SNORD114-13	small nucleolar RNA, C/D box 114-13
SNORD114-14	small nucleolar RNA, C/D box 114-14
SNORD114-15	small nucleolar RNA, C/D box 114-15
SNORD114-16	small nucleolar RNA, C/D box 114-16
SNORD114-17	small nucleolar RNA, C/D box 114-17
SNORD114-18	small nucleolar RNA, C/D box 114-18
SNORD114-19	small nucleolar RNA, C/D box 114-19
SNORD114-20	small nucleolar RNA, C/D box 114-20
SNORD114-21	small nucleolar RNA, C/D box 114-21
SNORD114-22	small nucleolar RNA, C/D box 114-22
SNORD114-23	small nucleolar RNA, C/D box 114-23
SNORD114-24	small nucleolar RNA, C/D box 114-24
SNORD114-25	small nucleolar RNA, C/D box 114-25
SNORD114-26	small nucleolar RNA, C/D box 114-26
SNORD114-27	small nucleolar RNA, C/D box 114-27
SNORD114-28	small nucleolar RNA, C/D box 114-28
SNORD114-29	small nucleolar RNA, C/D box 114-29
SNORD114-30	small nucleolar RNA, C/D box 114-30
SNORD114-31	small nucleolar RNA, C/D box 114-31
SNORD114@	small nucleolar RNA, C/D box 114 cluster
SNORD115-1	small nucleolar RNA, C/D box 115-1
SNORD115-2	small nucleolar RNA, C/D box 115-2
SNORD115-3	small nucleolar RNA, C/D box 115-3
SNORD115-4	small nucleolar RNA, C/D box 115-4
SNORD115-5	small nucleolar RNA, C/D box 115-5
SNORD115-6	small nucleolar RNA, C/D box 115-6
SNORD115-7	small nucleolar RNA, C/D box 115-7
SNORD115-8	small nucleolar RNA, C/D box 115-8
SNORD115-9	small nucleolar RNA, C/D box 115-9
SNORD115-10	small nucleolar RNA, C/D box 115-10
SNORD115-11	small nucleolar RNA, C/D box 115-11
SNORD115-12	small nucleolar RNA, C/D box 115-12
SNORD115-13	small nucleolar RNA, C/D box 115-13
SNORD115-14	small nucleolar RNA, C/D box 115-14
SNORD115-15	small nucleolar RNA, C/D box 115-15
SNORD115-16	small nucleolar RNA, C/D box 115-16
SNORD115-17	small nucleolar RNA, C/D box 115-17
SNORD115-18	small nucleolar RNA, C/D box 115-18
SNORD115-19	small nucleolar RNA, C/D box 115-19
SNORD115-20	small nucleolar RNA, C/D box 115-20
SNORD115-21	small nucleolar RNA, C/D box 115-21
SNORD115-22	small nucleolar RNA, C/D box 115-22
SNORD115-23	small nucleolar RNA, C/D box 115-23
SNORD115-24	small nucleolar RNA, C/D box 115-24
SNORD115-25	small nucleolar RNA, C/D box 115-25
SNORD115-26	small nucleolar RNA, C/D box 115-26
SNORD115-27	small nucleolar RNA, C/D box 115-27
SNORD115-28	small nucleolar RNA, C/D box 115-28
SNORD115-29	small nucleolar RNA, C/D box 115-29
SNORD115-30	small nucleolar RNA, C/D box 115-30
SNORD115-31	small nucleolar RNA, C/D box 115-31
SNORD115-32	small nucleolar RNA, C/D box 115-32
SNORD115-33	small nucleolar RNA, C/D box 115-33
SNORD115-34	small nucleolar RNA, C/D box 115-34
SNORD115-35	small nucleolar RNA, C/D box 115-35
SNORD115-36	small nucleolar RNA, C/D box 115-36
SNORD115-37	small nucleolar RNA, C/D box 115-37
SNORD115-38	small nucleolar RNA, C/D box 115-38
SNORD115-39	small nucleolar RNA, C/D box 115-39
SNORD115-40	small nucleolar RNA, C/D box 115-40
SNORD115-41	small nucleolar RNA, C/D box 115-41
SNORD115-42	small nucleolar RNA, C/D box 115-42
SNORD115-43	small nucleolar RNA, C/D box 115-43
SNORD115-44	small nucleolar RNA, C/D box 115-44
SNORD115-45	small nucleolar RNA, C/D box 115-45
SNORD115-46	small nucleolar RNA, C/D box 115-46
SNORD115-47	small nucleolar RNA, C/D box 115-47
SNORD115-48	small nucleolar RNA, C/D box 115-48
SNORD115@	small nucleolar RNA, C/D box 115 cluster
SNORD116-1	small nucleolar RNA, C/D box 116-1
SNORD116-2	small nucleolar RNA, C/D box 116-2
SNORD116-3	small nucleolar RNA, C/D box 116-3
SNORD116-4	small nucleolar RNA, C/D box 116-4
SNORD116-5	small nucleolar RNA, C/D box 116-5
SNORD116-6	small nucleolar RNA, C/D box 116-6
SNORD116-7	small nucleolar RNA, C/D box 116-7
SNORD116-8	small nucleolar RNA, C/D box 116-8
SNORD116-9	small nucleolar RNA, C/D box 116-9
SNORD116-10	small nucleolar RNA, C/D box 116-10
SNORD116-11	small nucleolar RNA, C/D box 116-11
SNORD116-12	small nucleolar RNA, C/D box 116-12
SNORD116-13	small nucleolar RNA, C/D box 116-13
SNORD116-14	small nucleolar RNA, C/D box 116-14
SNORD116-15	small nucleolar RNA, C/D box 116-15
SNORD116-16	small nucleolar RNA, C/D box 116-16
SNORD116-17	small nucleolar RNA, C/D box 116-17
SNORD116-18	small nucleolar RNA, C/D box 116-18
SNORD116-19	small nucleolar RNA, C/D box 116-19
SNORD116-20	small nucleolar RNA, C/D box 116-20
SNORD116-21	small nucleolar RNA, C/D box 116-21
SNORD116-22	small nucleolar RNA, C/D box 116-22
SNORD116-23	small nucleolar RNA, C/D box 116-23
SNORD116-24	small nucleolar RNA, C/D box 116-24
SNORD116-25	small nucleolar RNA, C/D box 116-25
SNORD116-26	small nucleolar RNA, C/D box 116-26
SNORD116-27	small nucleolar RNA, C/D box 116-27
SNORD116-28	small nucleolar RNA, C/D box 116-28
SNORD116-29	small nucleolar RNA, C/D box 116-29
SNORD116-30	small nucleolar RNA, C/D box 116-30
SNORD116@	small nucleolar RNA, C/D box 116 cluster
SNORD117	small nucleolar RNA, C/D box 117
SNORD118	small nucleolar RNA, C/D box 118
SNORD119	small nucleolar RNA, C/D box 119
SNORD121A	small nucleolar RNA, C/D box 121A
SNORD121B	small nucleolar RNA, C/D box 121B
SNORD123	small nucleolar RNA, C/D box 123
SNORD124	small nucleolar RNA, C/D box 124
SNORD125	small nucleolar RNA, C/D box 125
SNORD126	small nucleolar RNA, C/D box 126
SNORD127	small nucleolar RNA, C/D box 127
SNORD128	small nucleolar RNA, C/D box 128
SNORD129	small nucleolar RNA, C/D box 129
SNORD130	small nucleolar RNA, C/D box 130
SNORD131	small nucleolar RNA, C/D box 131
SNORD132	small nucleolar RNA, C/D box 132
SNORD133	small nucleolar RNA, C/D box 133
SNORD134	small nucleolar RNA, C/D box 134
SNORD135	small nucleolar RNA, C/D box 135
SNORD136	small nucleolar RNA, C/D box 136
SNORD137	small nucleolar RNA, C/D box 137
SNORD138	small nucleolar RNA, C/D box 138
SNORD139	small nucleolar RNA, C/D box 139
SNORD140	small nucleolar RNA, C/D box 140
SNORD141A	small nucleolar RNA, C/D box 141A
SNORD141B	small nucleolar RNA, C/D box 141B
SNORD142	small nucleolar RNA, C/D box 142
SNORD143	small nucleolar RNA, C/D box 143
SNORD144	small nucleolar RNA, C/D box 144
SNORD145	small nucleolar RNA, C/D box 145
SNORD146	small nucleolar RNA, C/D box 146
SNORD147	small nucleolar RNA, C/D box 147
SNORD148	small nucleolar RNA, C/D box 148
SNORD149	small nucleolar RNA, C/D box 149
SNORD150	small nucleolar RNA, C/D box 150
SNORD151	small nucleolar RNA, C/D box 151
SNORD152	small nucleolar RNA, C/D box 152
SNORD153	small nucleolar RNA, C/D box 153
SNORD154	small nucleolar RNA, C/D box 154
SNORD155	small nucleolar RNA, C/D box 155
SNORD156	small nucleolar RNA, C/D box 156
SNORD157	small nucleolar RNA, C/D box 157
SNORD158	small nucleolar RNA, C/D box 158
SNORD159	small nucleolar RNA, C/D box 159
SNORD160	small nucleolar RNA, C/D box 160
SNORD161	small nucleolar RNA, C/D box 161
SNORD162	small nucleolar RNA, C/D box 162
SNORD163	small nucleolar RNA, C/D box 163
SNORD164	small nucleolar RNA, C/D box 164
SNORD165	small nucleolar RNA, C/D box 165
SNORD166	small nucleolar RNA, C/D box 166
SNORD167	small nucleolar RNA, C/D box 167
SNORD168	small nucleolar RNA, C/D box 168
SNORD169	small nucleolar RNA, C/D box 169
SNORD170	small nucleolar RNA, C/D box 170
SNORD172	small nucleolar RNA, C/D box 172
SNORD173	small nucleolar RNA, C/D box 173
SNORD175	small nucleolar RNA, C/D box 175
SNPH	syntaphilin
SNRK	SNF related kinase
SNRK-AS1	SNRK antisense RNA 1
SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25
SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27
SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35
SNRNP40	small nuclear ribonucleoprotein U5 subunit 40
SNRNP48	small nuclear ribonucleoprotein U11/U12 subunit 48
SNRNP70	small nuclear ribonucleoprotein U1 subunit 70
SNRNP200	small nuclear ribonucleoprotein U5 subunit 200
SNRPA	small nuclear ribonucleoprotein polypeptide A
SNRPA1	small nuclear ribonucleoprotein polypeptide A'
SNRPA1-DT	SNRPA1 divergent transcript
SNRPB	small nuclear ribonucleoprotein polypeptides B and B1
SNRPB2	small nuclear ribonucleoprotein polypeptide B2
SNRPC	small nuclear ribonucleoprotein polypeptide C
SNRPD1	small nuclear ribonucleoprotein D1 polypeptide
SNRPD2	small nuclear ribonucleoprotein D2 polypeptide
SNRPD3	small nuclear ribonucleoprotein D3 polypeptide
SNRPE	small nuclear ribonucleoprotein polypeptide E
SNRPF	small nuclear ribonucleoprotein polypeptide F
SNRPF-DT	SNRPF divergent transcript
SNRPG	small nuclear ribonucleoprotein polypeptide G
SNRPN	small nuclear ribonucleoprotein polypeptide N
SNTA1	syntrophin alpha 1
SNTB1	syntrophin beta 1
SNTB2	syntrophin beta 2
SNTG1	syntrophin gamma 1
SNTG2	syntrophin gamma 2
SNTG2-AS1	SNTG2 antisense RNA 1
SNTN	sentan, cilia apical structure protein
SNU13	small nuclear ribonucleoprotein 13
SNUPN	snurportin 1
SNURF	SNRPN upstream open reading frame
SNW1	SNW domain containing 1
SNX1	sorting nexin 1
SNX2	sorting nexin 2
SNX3	sorting nexin 3
SNX4	sorting nexin 4
SNX5	sorting nexin 5
SNX6	sorting nexin 6
SNX7	sorting nexin 7
SNX8	sorting nexin 8
SNX9	sorting nexin 9
SNX9-AS1	SNX9 antisense RNA 1
SNX10	sorting nexin 10
SNX10-AS1	SNX10 antisense RNA 1
SNX11	sorting nexin 11
SNX12	sorting nexin 12
SNX13	sorting nexin 13
SNX14	sorting nexin 14
SNX15	sorting nexin 15
SNX16	sorting nexin 16
SNX17	sorting nexin 17
SNX18	sorting nexin 18
SNX19	sorting nexin 19
SNX20	sorting nexin 20
SNX21	sorting nexin family member 21
SNX22	sorting nexin 22
SNX24	sorting nexin 24
SNX25	sorting nexin 25
SNX27	sorting nexin 27
SNX29	sorting nexin 29
SNX30	sorting nexin family member 30
SNX30-DT	SNX30 divergent transcript
SNX31	sorting nexin 31
SNX32	sorting nexin 32
SNX33	sorting nexin 33
SOAT1	sterol O-acyltransferase 1
SOAT2	sterol O-acyltransferase 2
SOBP	sine oculis binding protein homolog
SOCAR	serous ovarian cancer associated RNA
SOCS1	suppressor of cytokine signaling 1
SOCS2	suppressor of cytokine signaling 2
SOCS2-AS1	SOCS2 antisense RNA 1
SOCS3	suppressor of cytokine signaling 3
SOCS3-DT	SOCS3 divergent transcript
SOCS4	suppressor of cytokine signaling 4
SOCS5	suppressor of cytokine signaling 5
SOCS6	suppressor of cytokine signaling 6
SOCS7	suppressor of cytokine signaling 7
SOD1	superoxide dismutase 1
SOD1-DT	SOD1 divergent transcript
SOD2	superoxide dismutase 2
SOD2-OT1	SOD2 overlapping transcript 1
SOD3	superoxide dismutase 3
SOGA1	suppressor of glucose, autophagy associated 1
SOGA3	SOGA family member 3
SOHLH1	spermatogenesis and oogenesis specific basic helix-loop-helix 1
SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2
SON	SON DNA and RNA binding protein
SORBS1	sorbin and SH3 domain containing 1
SORBS2	sorbin and SH3 domain containing 2
SORBS3	sorbin and SH3 domain containing 3
SORCS1	sortilin related VPS10 domain containing receptor 1
SORCS2	sortilin related VPS10 domain containing receptor 2
SORCS3	sortilin related VPS10 domain containing receptor 3
SORCS3-AS1	SORCS3 antisense RNA 1
SORD	sorbitol dehydrogenase
SORL1	sortilin related receptor 1
SORL1-AS1	SORL1 antisense RNA 1
SORT1	sortilin 1
SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1
SOS1-IT1	SOS1 intronic transcript 1
SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2
SOST	sclerostin
SOSTDC1	sclerostin domain containing 1
SOWAHA	sosondowah ankyrin repeat domain family member A
